1,1,52184.537595105714
2,1,49691.345804927085
3,1,52696.664534611526
4,1,59298.004646515015
5,1,52737.352614879645
6,1,62068.8669679287
7,1,55856.19160084022
8,1,52174.22373151245
9,1,55553.93676854286
10,1,54846.50805976469
11,1,51112.55762359649
12,1,62277.80451453406
13,1,52882.80748681325
14,1,52279.83975030325
15,1,54823.239811602434
16,1,54495.19152052119
17,1,59989.149864471954
18,1,56613.83664970623
19,1,56547.036406225874
20,1,56559.828828598096
21,1,57453.649539800834
22,1,53971.4146854777
23,1,59165.39216694645
24,1,52983.61825479955
25,1,55318.29118074407
26,1,50249.26221606581
27,1,56384.26693025185
28,1,50230.28038394268
29,1,61266.667662490465
30,1,54255.82914902823
31,1,56877.6168380009
32,1,52815.03937500229
33,1,52326.82354098077
34,1,55987.68480786471
35,1,54166.30093550359
36,1,59403.82858826064
37,1,57048.60930335594
38,1,54084.76149367676
39,1,47670.57489519199
40,1,56306.44987997203
41,1,55693.3824061772
42,1,53182.34346118299
43,1,52999.27824757456
44,1,51484.72534829621
45,1,54729.64526327401
46,1,53972.23021750664
47,1,56390.21827274152
48,1,56036.0346894075
49,1,59723.204943158504
50,1,57722.90550404926
51,1,59468.14383961879
52,1,57893.56946442799
53,1,56159.6330167471
54,1,54048.26645795884
55,1,54261.427119334636
56,1,58058.6089614453
57,1,51403.773682829065
58,1,56910.1588204715
59,1,59464.22440660556
60,1,49451.50987404213
61,1,52030.030375189206
62,1,60333.545284600536
63,1,56373.646298930355
64,1,54110.42943327644
65,1,56749.709663181035
66,1,55905.68331485043
67,1,57330.88189287835
68,1,58652.52768084805
69,1,58618.21763685317
70,1,54034.38425790295
71,1,55209.60477978168
72,1,52698.56489493292
73,1,52679.75704502468
74,1,53256.03371177632
75,1,52603.44176009565
76,1,53573.76756867647
77,1,52675.743132218486
78,1,56538.9673772506
79,1,54166.42121708437
80,1,55505.8505482426
81,1,51278.912346356454
82,1,55501.716348752976
83,1,50493.70551238127
84,1,55141.50500995134
85,1,48886.2314452839
86,1,54004.564449490696
87,1,53759.63955495934
88,1,54037.22504640409
89,1,51350.07777438025
90,1,55237.8701206592
91,1,53953.890498957175
92,1,54794.86879224754
93,1,53321.87340502748
94,1,54823.549365582076
95,1,55823.30706214617
96,1,56819.72523909506
97,1,51275.982202167244
98,1,50337.574272634214
99,1,54125.86845356793
100,1,53779.975728672594
101,1,57812.16703238794
102,1,54878.186303044466
103,1,52032.86236279978
104,1,54192.31796996025
105,1,58122.95574247801
106,1,52909.588170488634
107,1,57395.41872688969
108,1,52948.68701778725
109,1,55552.63578816627
110,1,57786.21410931273
111,1,55582.0453574038
112,1,50441.74912099358
113,1,53136.156852223445
114,1,64081.50961706825
115,1,55040.01188255027
116,1,56149.23192105087
117,1,62919.22067774364
118,1,50121.71217810537
119,1,51703.965084990334
120,1,54339.66394772578
121,1,53813.43327530625
122,1,55978.498574955345
123,1,52434.90050431676
124,1,55502.0922620461
125,1,57895.90329365627
126,1,53202.400700973
127,1,55181.3885747393
128,1,54256.739533922024
129,1,56179.63141188939
130,1,53161.36726474598
131,1,57027.44267526068
132,1,55631.67400982711
133,1,57238.688037146014
134,1,49873.429229873946
135,1,52794.004965223925
136,1,58532.74723936779
137,1,53115.486271258495
138,1,54364.12161408864
139,1,53255.30116210991
140,1,54387.626915158966
141,1,52061.85440969473
142,1,49319.56227332711
143,1,52361.6686927141
144,1,55157.772928408966
145,1,50656.4094654404
146,1,52633.351659792745
147,1,56886.84785419231
148,1,53329.58581009332
149,1,57013.66284192569
150,1,49945.41853644642
151,1,53551.59020613199
152,1,65409.716681842576
153,1,56484.80700742472
154,1,47855.38686858954
155,1,56221.26140937931
